Name,Original Region,Variant,National Dex #,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Egg Group 1,Egg Group 2,Weight (kg),HP,Atk,Def,Sp. Atk,Sp. Def,Speed
Grimmsnarl,Galar,,861,Dark,Fairy,Prankster,Frisk,Pickpocket,Fairy,Human-Like,61,95,120,65,95,75,60
Obstagoon,Galar,,862,Dark,Normal,Reckless,Guts,Defiant,Field,,46,93,90,101,60,81,95
Perrserker,Galar,,863,Steel,,Battle Armor,Tough Claws,Steely Spirit,Field,,28,70,110,100,50,60,50
Cursola,Galar,,864,Ghost,,Weak Armor,,Perish Body,Water 1,Water 3,0.4,60,95,50,145,130,30
Sirfetchd,Galar,,865,Fighting,,Steadfast,,Scrappy,Flying,Field,117,62,135,95,68,82,65
Mr. Rime,Galar,,866,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Human-Like,,58.2,80,85,75,110,100,70
Runerigus,Galar,,867,Ground,Ghost,Wandering Spirit,,,Mineral,Amorphous,66.6,58,95,145,50,105,30
Milcery,Galar,,868,Fairy,,Sweet Veil,,Aroma Veil,Fairy,Amorphous,0.3,45,40,40,50,61,34
Alcremie,Galar,,869,Fairy,,Sweet Veil,,Aroma Veil,Fairy,Amorphous,0.5,65,60,75,110,121,64
Falinks,Galar,,870,Fighting,,Battle Armor,,Defiant,Fairy,Mineral,62,65,100,100,70,60,75
Pincurchin,Galar,,871,Electric,,Lightning Rod,,Electric Surge,Water 1,Amorphous,1,48,101,95,91,85,15
Snom,Galar,,872,Ice,Bug,Shield Dust,,Ice Scales,Bug,,3.8,30,25,35,45,30,20
Frosmoth,Galar,,873,Ice,Bug,Shield Dust,,Ice Scales,Bug,,42,70,65,60,125,90,65
Stonjourner,Galar,,874,Rock,,Power Spot,,,Mineral,,520,100,125,135,20,20,70
Eiscue,Galar,,875,Ice,,Ice Face,,,Water 1,Field,89,75,80,110,65,90,50
Indeedee,Galar,,876,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Fairy,,28,60,65,55,105,95,95
Indeedee,Galar,Female,876,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,Fairy,,28,70,55,65,95,105,85
Morpeko,Galar,,877,Electric,Dark,Hunger Switch,,,Field,Fairy,3,58,95,58,70,58,97
Cufant,Galar,,878,Steel,,Sheer Force,,Heavy Metal,Field,Mineral,100,72,80,49,40,49,40
Copperajah,Galar,,879,Steel,,Sheer Force,,Heavy Metal,Field,Mineral,650,122,130,69,80,69,30
Dracozolt,Galar,,880,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,No Eggs Discovered,,190,90,100,90,80,70,75
Arctozolt,Galar,,881,Electric,Ice,Volt Absorb,Static,Slush Rush,No Eggs Discovered,,150,90,100,90,90,80,55
Dracovish,Galar,,882,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,No Eggs Discovered,,215,90,90,100,70,80,75
Arctovish,Galar,,883,Water,Ice,Water Absorb,Ice Body,Slush Rush,No Eggs Discovered,,175,90,90,100,80,90,55
Duraludon,Galar,,884,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,Mineral,Dragon,40,70,95,115,120,50,85
Dreepy,Galar,,885,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Amorphous,Dragon,2,28,60,30,40,30,82
Drakloak,Galar,,886,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Amorphous,Dragon,11,68,80,50,60,50,102
Dragapult,Galar,,887,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Amorphous,Dragon,50,88,120,75,100,75,142
Zacian,Galar,,888,Fairy,,Intrepid Sword,,,No Eggs Discovered,,110,92,130,115,80,115,138
Zamazenta,Galar,,889,Fighting,,Dauntless Shield,,,No Eggs Discovered,,210,92,130,115,80,115,138
Eternatus,Galar,,890,Poison,Dragon,Pressure,,,No Eggs Discovered,,950,140,85,95,145,95,130
Kubfu,Galar,,891,Fighting,,Inner Focus,,,No Eggs Discovered,,12,60,90,60,53,50,72
Urshifu,Galar,,892,Fighting,Dark,Unseen Fist,,,No Eggs Discovered,,105,100,130,100,63,60,97
Urshifu,Galar,Rapid Strike,892,Fighting,Water,Unseen Fist,,,No Eggs Discovered,,105,100,130,100,63,60,97
Zarude,Galar,,893,Dark,Grass,Leaf Guard,,,No Eggs Discovered,,70,105,120,105,70,95,105
Regieleki,Galar,,894,Electric,,Transistor,,,No Eggs Discovered,,145,80,100,50,100,50,200
Regidrago,Galar,,895,Dragon,,Dragon's Maw,,,No Eggs Discovered,,200,200,100,50,100,50,80
Glastrier,Galar,,896,Ice,,Chilling Neigh,,,No Eggs Discovered,,800,100,145,130,65,110,30
Spectrier,Galar,,897,Ghost,,Grim Neigh,,,No Eggs Discovered,,44.5,100,65,60,145,80,130
Calyrex,Galar,,898,Psychic,Grass,Unnerve,,,No Eggs Discovered,,7.7,100,80,80,80,80,80
Calyrex,Galar,Ice Rider,898,Psychic,Ice,As One,,,No Eggs Discovered,,809.1,100,165,150,85,130,50
Calyrex,Galar,Shadow Rider,898,Psychic,Ghost,As One,,,No Eggs Discovered,,53.6,100,85,80,165,100,150
Wyrdeer,Hisui,,899,Normal,Psychic,Intimidate,Frisk,Sap Sipper,Field,,95.1,103,105,72,105,75,65
Kleavor,Hisui,,900,Bug,Rock,Swarm,Sheer Force,Sharpness,Bug,,89,70,135,95,45,70,85
Ursaluna,Hisui,,901,Ground,Normal,Guts,Bulletproof,Unnerve,Field,,290,130,140,105,45,80,50
Ursaluna,Paldea,Bloodmoon,902,Ground,Normal,Mind's Eye,,,Field,,333,113,70,120,135,65,52
Basculegion,Hisui,,902,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Water 2,,110,120,112,65,80,75,78
Basculegion,Hisui,Female,902,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Water 2,,110,120,92,65,100,75,78
Sneasler,Hisui,,903,Fighting,Poison,Pressure,Unburden,Poison Touch,Field,,43,80,130,60,40,80,120
Overqwil,Hisui,,904,Dark,Poison,Poison Point,Swift Swim,Intimidate,Water 2,,60.5,85,115,95,65,65,85
Enamorus,Hisui,,905,Fairy,Flying,Cute Charm,,Contrary,No Eggs Discovered,,48,74,115,70,135,80,106
Enamorus,Hisui,Therian,905,Fairy,Flying,Overcoat,,,No Eggs Discovered,,48,74,115,110,135,100,46
Sprigatito,Paldea,,906,Grass,,Overgrow,,Protean,Field,Grass,4.1,40,61,54,45,45,65
Floragato,Paldea,,907,Grass,,Overgrow,,Protean,Field,Grass,12.2,61,80,63,60,63,83
Meowscarada,Paldea,,908,Grass,Dark,Overgrow,,Protean,Field,Grass,31.2,76,110,70,81,70,123
Fuecoco,Paldea,,909,Fire,,Blaze,,Unaware,Field,,9.8,67,45,59,63,40,36
Crocalor,Paldea,,910,Fire,,Blaze,,Unaware,Field,,30.7,81,55,78,90,56,49
Skeledirge,Paldea,,911,Fire,,Blaze,,Unaware,Field,,326.5,104,75,100,110,75,66
Quaxly,Paldea,,912,Water,,Torrent,,Moxie,Flying,Water 1,6.1,55,65,45,50,45,50
Quaxwell,Paldea,,913,Water,,Torrent,,Moxie,Flying,Water 1,21.5,70,85,65,65,60,65
Quaquaval,Paldea,,914,Water,,Torrent,,Moxie,Flying,Water 1,61.9,85,120,80,85,75,85
Lechonk,Paldea,,915,Normal,,Aroma Veil,Gluttony,Thick Fat,Field,,10.2,54,45,40,35,45,35
Oinkologne,Paldea,,916,Normal,,Lingering Aroma,Gluttony,Thick Fat,Field,,120,110,100,75,59,80,65
Oinkologne,Paldea,Female,916,Normal,,Aroma Veil,Gluttony,Thick Fat,Field,,120,115,90,70,59,90,65
Tarountula,Paldea,,917,Bug,,Insomnia,,Stakeout,Bug,,4,35,41,45,29,40,20
Spidops,Paldea,,918,Bug,,Insomnia,,Stakeout,Bug,,16.5,60,79,92,52,86,35
Nymble,Paldea,,919,Bug,,Swarm,,Tinted Lens,Bug,,1,33,46,40,21,25,45
Lokix,Paldea,,920,Bug,,Swarm,,Tinted Lens,Bug,,17.5,71,102,78,52,55,92
Pawmi,Paldea,,921,Electric,,Static,Natural Cure,Iron Fist,Field,,2.5,45,50,20,40,25,60
Pawmo,Paldea,,922,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Field,,6.5,60,75,40,50,40,85
Pawmot,Paldea,,923,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Field,,41,70,115,70,70,60,105
Tandemaus,Paldea,,924,Normal,,Run Away,Pickup,Own Tempo,Field,Fairy,1.8,50,50,45,40,45,75
Maushold,Paldea,Family of Four,925,Normal,,Friend Guard,Cheek Pouch,Technician,Field,Fairy,2.8,74,75,70,65,75,111
Maushold,Paldea,,925,Normal,,Friend Guard,Cheek Pouch,Technician,Field,Fairy,2.3,74,75,70,65,75,111
Fidough,Paldea,,926,Fairy,,Own Tempo,,Klutz,Field,Mineral,10.9,37,55,70,30,55,65
Dachsbun,Paldea,,927,Fairy,,Well-Baked Body,,Aroma Veil,Field,Mineral,14.9,57,80,115,50,80,95
Smoliv,Paldea,,928,Grass,Normal,Early Bird,,Harvest,Grass,,6.5,41,35,45,58,51,30
Dolliv,Paldea,,929,Grass,Normal,Early Bird,,Harvest,Grass,,11.9,52,53,60,78,78,33
Arboliva,Paldea,,930,Grass,Normal,Seed Sower,,Harvest,Grass,,48.2,78,69,90,125,109,39
Squawkabilly,Paldea,,931,Normal,Flying,Intimidate,Hustle,Guts,Flying,,2.4,82,96,51,45,51,92
Squawkabilly,Paldea,Blue,931,Normal,Flying,Intimidate,Hustle,Guts,Flying,,2.4,82,96,51,45,51,92
Squawkabilly,Paldea,Yellow,931,Normal,Flying,Intimidate,Hustle,Sheer Force,Flying,,2.4,82,96,51,45,51,92
Squawkabilly,Paldea,White,931,Normal,Flying,Intimidate,Hustle,Sheer Force,Flying,,2.4,82,96,51,45,51,92
Nacli,Paldea,,932,Rock,,Purifying Salt,Sturdy,Clear Body,Mineral,,16,55,55,75,35,35,25
Naclstack,Paldea,,933,Rock,,Purifying Salt,Sturdy,Clear Body,Mineral,,105,60,60,100,35,65,35
Garganacl,Paldea,,934,Rock,,Purifying Salt,Sturdy,Clear Body,Mineral,,240,100,100,130,45,90,35
Charcadet,Paldea,,935,Fire,,Flash Fire,,Flame Body,Human-Like,,10.5,40,50,40,50,40,35
Armarouge,Paldea,,936,Fire,Psychic,Flash Fire,,Weak Armor,Human-Like,,85,85,60,100,125,80,75
Ceruledge,Paldea,,937,Fire,Ghost,Flash Fire,,Weak Armor,Human-Like,,62,75,125,80,60,100,85
Tadbulb,Paldea,,938,Electric,,Own Tempo,Static,Damp,Water 1,,0.4,61,31,41,59,35,45
Bellibolt,Paldea,,939,Electric,,Electromorphosis,Static,Damp,Water 1,,113,109,64,91,103,83,45
Wattrel,Paldea,,940,Electric,Flying,Wind Power,Volt Absorb,Competitive,Water 1,Flying,3.6,40,40,35,55,40,70
Kilowattrel,Paldea,,941,Electric,Flying,Wind Power,Volt Absorb,Competitive,Water 1,Flying,38.6,70,70,60,105,60,125
Maschiff,Paldea,,942,Dark,,Intimidate,Run Away,Stakeout,Field,,35.3,60,78,60,40,51,51
Mabosstiff,Paldea,,943,Dark,,Intimidate,Guard Dog,Stakeout,Field,,61,80,120,90,60,70,85
Shroodle,Paldea,,944,Poison,Normal,Unburden,Pickpocket,Prankster,Field,,0.7,40,65,35,40,35,75
Grafaiai,Paldea,,945,Poison,Normal,Unburden,Poison Touch,Prankster,Field,,27.2,63,95,65,80,72,110
Bramblin,Paldea,,946,Grass,Ghost,Wind Rider,,Infiltrator,Grass,,0.6,40,65,30,45,35,60
Brambleghast,Paldea,,947,Grass,Ghost,Wind Rider,,Infiltrator,Grass,,6,55,115,70,80,70,90
Toedscool,Paldea,,948,Ground,Grass,Mycelium Might,,,Grass,,33,40,40,35,50,100,70
Toedscruel,Paldea,,949,Ground,Grass,Mycelium Might,,,Grass,,58,80,70,65,80,120,100
Klawf,Paldea,,950,Rock,,Anger Shell,Shell Armor,Regenerator,Water 3,,79,70,100,115,35,55,75
Capsakid,Paldea,,951,Grass,,Chlorophyll,Insomnia,Klutz,Grass,,3,50,62,40,62,40,50
Scovillain,Paldea,,952,Grass,Fire,Chlorophyll,Insomnia,Moody,Grass,,15,65,108,65,108,65,75
Rellor,Paldea,,953,Bug,,Compound Eyes,,Shed Skin,Bug,,1,41,50,60,31,58,30
Rabsca,Paldea,,954,Bug,Psychic,Synchronize,,Telepathy,Bug,,3.5,75,50,85,115,100,45
Flittle,Paldea,,955,Psychic,,Anticipation,Frisk,Speed Boost,Flying,,1.5,30,35,30,55,30,75
Espathra,Paldea,,956,Psychic,,Opportunist,Frisk,Speed Boost,Flying,,90,95,60,60,101,60,105
Tinkatink,Paldea,,957,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Fairy,,8.9,50,45,45,35,64,58
Tinkatuff,Paldea,,958,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Fairy,,59.1,65,55,55,45,82,78
Tinkaton,Paldea,,959,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,Fairy,,112.8,85,75,77,70,105,94
Wiglett,Paldea,,960,Water,,Gooey,Rattled,Sand Veil,Water 3,,1.8,10,55,25,35,25,95
Wugtrio,Paldea,,961,Water,,Gooey,Rattled,Sand Veil,Water 3,,5.4,35,100,50,50,70,120
Bombirdier,Paldea,,962,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,Flying,,42.9,70,103,85,60,85,82
Finizen,Paldea,,963,Water,,Water Veil,,,Field,Water 2,60.2,70,45,40,45,40,75
Palafin,Paldea,,964,Water,,Zero to Hero,,,Field,Water 2,60.2,100,70,72,53,62,100
Varoom,Paldea,,965,Steel,Poison,Overcoat,,Slow Start,Mineral,,35,45,70,63,30,45,47
Revavroom,Paldea,,966,Steel,Poison,Overcoat,,Filter,Mineral,,120,80,119,90,54,67,90
Cyclizar,Paldea,,967,Dragon,Normal,Shed Skin,,Regenerator,Field,,63,70,95,65,85,65,121
Orthworm,Paldea,,968,Steel,,Earth Eater,,Sand Veil,Field,,310,70,85,145,60,55,65
Glimmet,Paldea,,969,Rock,Poison,Toxic Debris,,Corrosion,Mineral,,8,48,35,42,105,60,60
Glimmora,Paldea,,970,Rock,Poison,Toxic Debris,,Corrosion,Mineral,,45,83,55,90,130,81,86
Greavard,Paldea,,971,Ghost,,Pickup,,Fluffy,Field,,35,50,61,60,30,55,34
Houndstone,Paldea,,972,Ghost,,Sand Rush,,Fluffy,Field,,15,72,101,100,50,97,68
Flamigo,Paldea,,973,Flying,Fighting,Scrappy,Tangled Feet,Costar,Flying,,37,82,115,74,75,64,90
Cetoddle,Paldea,,974,Ice,,Thick Fat,Snow Cloak,Sheer Force,Field,,45,108,68,45,30,40,43
Cetitan,Paldea,,975,Ice,,Thick Fat,Slush Rush,Sheer Force,Field,,700,170,113,65,45,55,73
Veluza,Paldea,,976,Water,Psychic,Mold Breaker,,Sharpness,Water 2,,90,90,102,73,78,65,70
Dondozo,Paldea,,977,Water,,Unaware,Oblivious,Water Veil,Water 2,,220,150,100,115,65,65,35
Tatsugiri,Paldea,,978,Dragon,Water,Commander,,Storm Drain,Water 2,,8,68,50,60,120,95,82
Tatsugiri,Paldea,Droopy,978,Dragon,Water,Commander,,Storm Drain,Water 2,,8,68,50,60,120,95,82
Tatsugiri,Paldea,Stretchy,978,Dragon,Water,Commander,,Storm Drain,Water 2,,8,68,50,60,120,95,82
Annihilape,Paldea,,979,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,Field,,56,110,115,80,50,90,90
Clodsire,Paldea,,980,Poison,Ground,Poison Point,Water Absorb,Unaware,Water 1,Field,223,130,75,60,45,100,20
Farigiraf,Paldea,,981,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,Field,,160,120,90,70,110,70,60
Dudunsparce,Paldea,,982,Normal,,Serene Grace,Run Away,Rattled,Field,,39.2,125,100,80,85,75,55
Dudunsparce,Paldea,Three Segment,982,Normal,,Serene Grace,Run Away,Rattled,Field,,47.4,125,100,80,85,75,55
Kingambit,Paldea,,983,Dark,Steel,Defiant,Supreme Overlord,Pressure,Human-Like,,120,100,135,120,60,85,50
Great Tusk,Paldea,,984,Ground,Fighting,Protosynthesis,,,No Eggs Discovered,,320,115,131,131,53,53,87
Scream Tail,Paldea,,985,Fairy,Psychic,Protosynthesis,,,No Eggs Discovered,,8,115,65,99,65,115,111
Brute Bonnet,Paldea,,986,Grass,Dark,Protosynthesis,,,No Eggs Discovered,,21,111,127,99,79,99,55
Flutter Mane,Paldea,,987,Ghost,Fairy,Protosynthesis,,,No Eggs Discovered,,4,55,55,55,135,135,135
Slither Wing,Paldea,,988,Bug,Fighting,Protosynthesis,,,No Eggs Discovered,,92,85,135,79,85,105,81
Sandy Shocks,Paldea,,989,Electric,Ground,Protosynthesis,,,No Eggs Discovered,,60,85,81,97,121,85,101
Iron Treads,Paldea,,990,Ground,Steel,Quark Drive,,,No Eggs Discovered,,240,90,112,120,72,70,106
Iron Bundle,Paldea,,991,Ice,Water,Quark Drive,,,No Eggs Discovered,,11,56,80,114,124,60,136
Iron Hands,Paldea,,992,Fighting,Electric,Quark Drive,,,No Eggs Discovered,,380.7,154,140,108,50,68,50
Iron Jugulis,Paldea,,993,Dark,Flying,Quark Drive,,,No Eggs Discovered,,111,94,80,86,122,80,108
Iron Moth,Paldea,,994,Fire,Poison,Quark Drive,,,No Eggs Discovered,,36,80,70,60,140,110,110
Iron Thorns,Paldea,,995,Rock,Electric,Quark Drive,,,No Eggs Discovered,,303,100,134,110,70,84,72
Frigibax,Paldea,,996,Dragon,Ice,Thermal Exchange,,Ice Body,Dragon,Mineral,17,65,75,45,35,45,55
Arctibax,Paldea,,997,Dragon,Ice,Thermal Exchange,,Ice Body,Dragon,Mineral,30,90,95,66,45,65,62
Baxcalibur,Paldea,,998,Dragon,Ice,Thermal Exchange,,Ice Body,Dragon,Mineral,210,115,145,92,75,86,87
Gimmighoul,Paldea,,999,Ghost,,Rattled,,,No Eggs Discovered,,5,45,30,70,75,70,10
Gimmighoul,Paldea,Roaming,999,Ghost,,Run Away,,,No Eggs Discovered,,0.1,45,30,25,75,45,80
Gholdengo,Paldea,,1000,Steel,Ghost,Good as Gold,,,No Eggs Discovered,,30,87,60,95,133,91,84
Wo-Chien,Paldea,,1001,Dark,Grass,Tablets of Ruin,,,No Eggs Discovered,,74.2,85,85,100,95,135,70
Chien-Pao,Paldea,,1002,Dark,Ice,Sword of Ruin,,,No Eggs Discovered,,152.2,80,120,80,90,65,135
Ting-Lu,Paldea,,1003,Dark,Ground,Vessel of Ruin,,,No Eggs Discovered,,699.7,155,110,125,55,80,45
Chi-Yu,Paldea,,1004,Dark,Fire,Beads of Ruin,,,No Eggs Discovered,,4.9,55,80,80,135,120,100
Roaring Moon,Paldea,,1005,Dragon,Dark,Protosynthesis,,,No Eggs Discovered,,380,105,139,71,55,101,119
Iron Valiant,Paldea,,1006,Fairy,Fighting,Quark Drive,,,No Eggs Discovered,,35,74,130,90,120,60,116
Koraidon,Paldea,,1007,Fighting,Dragon,Orichalcum Pulse,,,No Eggs Discovered,,303,100,135,115,85,100,135
Miraidon,Paldea,,1008,Electric,Dragon,Hadron Engine,,,No Eggs Discovered,,240,100,85,100,135,115,135
Walking Wake,Paldea,,1009,Water,Dragon,Protosynthesis,,,No Eggs Discovered,,280,99,83,91,125,83,109
Iron Leaves,Paldea,,1010,Grass,Psychic,Quark Drive,,,No Eggs Discovered,,125,90,130,88,70,108,104
Dipplin,Paldea,,1011,Grass,Dragon,Supersweet Syrup,Gluttony,Sticky Hold,Grass,Dragon,4.4,80,80,110,95,80,40
Poltchageist,Paldea,,1012,Grass,Ghost,Hospitality,,Heatproof,Mineral,Amorphous,1.1,40,45,45,74,54,50
Sinistcha,Paldea,,1013,Grass,Ghost,Hospitality,,Heatproof,Mineral,Amorphous,2.2,71,60,106,121,80,70
Okidogi,Paldea,,1014,Poison,Fighting,Toxic Chain,,Guard Dog,No Eggs Discovered,,92.2,88,128,115,58,86,80
Munkidori,Paldea,,1015,Poison,Psychic,Toxic Chain,,Frisk,No Eggs Discovered,,12.2,88,75,66,130,90,106
Fezandipiti,Paldea,,1016,Poison,Fairy,Toxic Chain,,Technician,No Eggs Discovered,,30.1,88,91,82,70,125,99
Ogerpon,Paldea,,1017,Grass,,Defiant,,,No Eggs Discovered,,39.8,80,120,84,60,96,110
Ogerpon,Paldea,Wellspring,1017,Grass,Water,Water Absorb,,,No Eggs Discovered,,39.8,80,120,84,60,96,110
Ogerpon,Paldea,Hearthflame,1017,Grass,Fire,Mold Breaker,,,No Eggs Discovered,,39.8,80,120,84,60,96,110
Ogerpon,Paldea,Cornerstone,1017,Grass,Rock,Sturdy,,,No Eggs Discovered,,39.8,80,120,84,60,96,110
Archaludon,Paldea,,1018,Steel,Dragon,Stamina,Sturdy,Stalwart,Mineral,Dragon,60,90,105,130,125,65,85
Hydrapple,Paldea,,1019,Grass,Dragon,Supersweet Syrup,Regenerator,Sticky Hold,Grass,Dragon,93,106,80,110,120,80,44
Gouging Fire,Paldea,,1020,Fire,Dragon,Protosynthesis,,,No Eggs Discovered,,590,105,115,121,65,93,91
Raging Bolt,Paldea,,1021,Electric,Dragon,Protosynthesis,,,No Eggs Discovered,,480,125,73,91,137,89,75
Iron Boulder,Paldea,,1022,Rock,Psychic,Quark Drive,,,No Eggs Discovered,,162.5,90,120,80,68,108,124
Iron Crown,Paldea,,1023,Steel,Psychic,Quark Drive,,,No Eggs Discovered,,156,90,72,100,122,108,98
Terapagos,Paldea,,1024,Normal,,Tera Shift,,,No Eggs Discovered,,6.5,90,65,85,65,85,60
Pecharunt,Paldea,,1025,Poison,Ghost,Poison Puppeteer,,,No Eggs Discovered,,0.3,88,88,160,88,88,88
